Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,User_Count
2010,0.23,0.12,0.0,0.04,0.39,63,72.0,201.0
2010,0.11,0.07,0.0,0.02,0.2,63,72.0,19.0
2010,0.03,0.0,0.0,0.0,0.03,60,72.0,5.0
2010,0.09,0.0,0.04,0.01,0.14,56,72.0,36.0
2010,0.4,0.12,0.0,0.07,0.59,88,71.0,54.0
2010,0.86,0.0,0.0,0.06,0.92,86,71.0,70.0
2010,1.27,0.81,0.0,0.2,2.28,76,71.0,71.0
2010,0.23,0.09,0.0,0.03,0.34,75,71.0,23.0
2010,0.33,0.34,0.0,0.13,0.81,74,71.0,30.0
2010,0.31,0.0,0.34,0.02,0.67,68,71.0,11.0
2010,0.88,0.44,0.63,0.12,2.08,64,71.0,34.0
2010,0.08,0.02,0.0,0.01,0.1,64,71.0,16.0
2010,0.02,0.0,0.0,0.0,0.02,63,71.0,72.0
2010,0.2,0.23,0.0,0.05,0.47,62,71.0,63.0
2010,0.23,0.09,0.27,0.04,0.63,60,71.0,64.0
2010,0.1,0.0,0.0,0.01,0.11,54,71.0,10.0
2010,1.03,0.96,0.0,0.21,2.2,88,70.0,206.0
2010,0.23,0.09,0.0,0.02,0.35,79,70.0,55.0
2010,0.12,0.11,0.0,0.02,0.27,78,70.0,38.0
2010,0.27,0.09,0.0,0.03,0.39,75,70.0,24.0
2010,0.44,0.27,0.01,0.12,0.85,74,70.0,88.0
2010,0.11,0.06,0.0,0.04,0.21,74,70.0,13.0
2010,2.04,0.63,0.12,0.22,3.0,73,70.0,131.0
2010,0.17,0.01,0.0,0.01,0.19,73,70.0,6.0
2010,0.13,0.04,0.0,0.01,0.18,69,70.0,4.0
2010,0.53,0.09,0.27,0.05,0.93,66,70.0,76.0
2010,0.11,0.08,0.0,0.02,0.21,61,70.0,34.0
2010,0.23,0.15,0.0,0.04,0.42,59,70.0,4.0
2010,0.12,0.03,0.0,0.02,0.18,51,70.0,6.0
2010,0.07,0.0,0.0,0.01,0.07,47,70.0,5.0
2010,0.22,0.09,0.07,0.04,0.43,45,70.0,148.0
2010,0.53,0.06,0.0,0.04,0.63,91,69.0,36.0
2010,0.01,0.45,0.0,0.09,0.55,86,69.0,1611.0
2010,0.75,0.52,0.09,0.12,1.49,79,69.0,216.0
2010,0.16,0.14,0.01,0.06,0.37,77,69.0,38.0
2010,0.44,0.46,0.01,0.18,1.09,74,69.0,41.0
2010,0.29,0.33,0.2,0.13,0.95,68,69.0,62.0
2010,0.19,0.17,0.0,0.07,0.43,64,69.0,117.0
2010,0.06,0.03,0.55,0.01,0.66,60,69.0,29.0
2010,0.22,0.01,0.0,0.02,0.24,56,69.0,12.0
2010,0.04,0.02,0.0,0.01,0.06,45,69.0,11.0
2010,0.0,0.04,0.0,0.01,0.05,79,68.0,185.0
2010,0.29,1.17,0.54,0.41,2.41,77,68.0,85.0
2010,0.13,0.22,0.01,0.23,0.59,77,68.0,82.0
2010,0.09,0.11,0.0,0.02,0.23,74,68.0,5.0
2010,0.21,0.12,0.03,0.05,0.41,70,68.0,19.0
2010,0.8,0.49,0.0,0.21,1.5,63,68.0,121.0
2010,0.04,0.01,0.0,0.01,0.06,54,68.0,9.0
2010,0.37,0.01,0.07,0.02,0.47,48,68.0,13.0
2010,0.1,0.01,0.0,0.01,0.12,46,68.0,8.0
2010,0.12,0.2,0.0,0.05,0.37,86,67.0,556.0
2010,0.9,0.31,0.0,0.11,1.32,84,67.0,80.0
2010,0.43,0.56,0.15,0.21,1.36,80,67.0,178.0
2010,0.37,0.33,0.0,0.13,0.83,78,67.0,17.0
2010,1.56,0.8,0.04,0.21,2.61,74,67.0,288.0
2010,0.28,0.15,0.22,0.07,0.72,74,67.0,155.0
2010,0.12,0.06,0.21,0.03,0.42,74,67.0,109.0
2010,0.23,0.15,0.01,0.04,0.42,70,67.0,11.0
2010,0.08,0.02,0.0,0.02,0.11,63,67.0,15.0
2010,0.18,0.06,0.0,0.04,0.28,56,67.0,6.0
2010,0.0,0.05,0.0,0.01,0.05,84,66.0,99.0
2010,0.19,0.0,0.0,0.02,0.21,79,66.0,8.0
2010,0.24,0.13,0.0,0.04,0.41,75,66.0,32.0
2010,0.0,0.03,0.0,0.0,0.03,75,66.0,218.0
2010,0.16,0.09,0.0,0.02,0.28,66,66.0,16.0
2010,0.21,0.02,0.0,0.02,0.25,64,66.0,5.0
2010,0.17,0.06,0.0,0.02,0.26,53,66.0,10.0
2010,0.12,0.07,0.0,0.02,0.21,53,66.0,5.0
2010,0.05,0.0,0.0,0.0,0.05,33,66.0,15.0
2010,3.59,1.08,0.05,0.38,5.1,80,65.0,604.0
2010,0.85,0.27,0.13,0.1,1.34,79,65.0,482.0
2010,0.47,0.31,0.0,0.08,0.86,72,65.0,51.0
2010,0.11,0.05,0.0,0.03,0.19,61,65.0,8.0
2010,0.05,0.0,0.0,0.0,0.05,50,65.0,4.0
2010,0.07,0.03,0.0,0.01,0.12,47,65.0,6.0
2010,0.14,0.1,0.0,0.02,0.27,41,65.0,8.0
2010,0.09,0.01,0.0,0.01,0.11,40,65.0,10.0
2010,5.99,4.37,0.48,1.79,12.63,88,64.0,1094.0
2010,0.73,0.89,0.02,0.3,1.94,78,64.0,55.0
2010,0.0,0.01,0.0,0.0,0.02,73,64.0,75.0
2010,0.38,0.22,0.0,0.06,0.67,73,64.0,20.0
2010,0.2,0.23,0.0,0.06,0.49,72,64.0,516.0
2010,0.12,0.03,0.0,0.01,0.16,70,64.0,31.0
2010,0.03,0.0,0.0,0.0,0.04,66,64.0,34.0
2010,9.7,3.68,0.11,1.13,14.61,87,63.0,1454.0
2010,1.28,0.67,0.01,0.21,2.16,82,63.0,539.0
2010,0.1,0.02,0.0,0.01,0.14,78,63.0,211.0
2010,0.19,0.15,0.0,0.06,0.41,76,63.0,24.0
2010,0.25,0.04,0.0,0.03,0.32,75,63.0,4.0
2010,0.04,0.0,0.0,0.0,0.05,69,63.0,4.0
2010,0.24,0.09,0.01,0.03,0.36,68,63.0,29.0
2010,0.0,0.02,0.0,0.0,0.03,63,63.0,87.0
2010,15.0,4.89,0.24,1.69,21.81,61,63.0,106.0
2010,0.14,0.01,0.0,0.01,0.15,57,63.0,6.0
2010,0.12,0.02,0.0,0.01,0.15,55,63.0,6.0
2010,0.05,0.0,0.0,0.0,0.05,49,63.0,12.0
2010,0.0,0.15,0.0,0.04,0.19,77,62.0,803.0
2010,0.08,0.02,0.0,0.02,0.12,66,62.0,13.0
2010,0.0,0.02,0.0,0.0,0.02,66,62.0,694.0
2010,0.1,0.0,0.0,0.01,0.11,62,62.0,9.0
2010,0.02,0.04,0.0,0.01,0.07,61,62.0,12.0
2010,0.13,0.15,0.01,0.05,0.34,60,62.0,11.0
2010,0.27,0.09,0.0,0.05,0.42,58,62.0,28.0
2010,0.06,0.03,0.03,0.01,0.14,55,62.0,33.0
2010,0.0,0.04,0.0,0.01,0.05,49,62.0,27.0
2010,2.04,0.15,0.0,0.2,2.38,83,61.0,68.0
2010,0.13,0.07,0.27,0.05,0.51,71,61.0,113.0
2010,0.11,0.06,0.0,0.03,0.2,66,61.0,12.0
2010,0.16,0.17,0.0,0.06,0.39,64,61.0,9.0
2010,0.1,0.07,0.02,0.02,0.2,58,61.0,24.0
2010,0.5,0.04,0.0,0.04,0.58,74,60.0,54.0
2010,0.63,0.36,0.02,0.1,1.12,70,60.0,202.0
2010,0.19,0.09,0.0,0.03,0.31,59,60.0,61.0
2010,0.18,0.12,0.0,0.05,0.35,59,60.0,36.0
2010,0.24,0.05,0.0,0.02,0.31,58,60.0,41.0
2010,0.09,0.06,0.11,0.03,0.29,58,60.0,30.0
2010,0.1,0.04,0.0,0.02,0.17,58,60.0,8.0
2010,0.06,0.0,0.0,0.0,0.07,57,60.0,25.0
2010,0.19,0.18,0.0,0.04,0.41,56,60.0,4.0
2010,0.12,0.13,0.0,0.08,0.32,49,60.0,32.0
2010,0.09,0.44,0.0,0.07,0.61,79,59.0,33.0
2010,0.15,0.02,0.02,0.01,0.19,63,59.0,7.0
2010,0.1,0.12,0.02,0.05,0.28,60,59.0,27.0
2010,0.47,0.08,0.01,0.04,0.61,59,59.0,8.0
2010,0.18,0.2,0.07,0.08,0.54,58,59.0,15.0
2010,0.15,0.09,0.0,0.03,0.27,41,59.0,54.0
2010,0.8,0.45,0.0,0.12,1.37,80,58.0,87.0
2010,0.1,0.0,0.0,0.01,0.11,74,58.0,11.0
2010,0.05,0.3,0.29,0.16,0.79,74,58.0,5.0
2010,0.15,0.16,0.0,0.07,0.38,73,58.0,4.0
2010,0.33,0.16,0.02,0.05,0.56,72,58.0,4.0
2010,0.23,0.02,0.0,0.02,0.27,62,58.0,4.0
2010,0.1,0.03,0.0,0.01,0.14,60,58.0,10.0
2010,0.03,0.0,0.0,0.0,0.03,59,58.0,162.0
2010,0.54,0.5,0.0,0.12,1.16,45,58.0,89.0
2010,2.38,0.12,0.0,0.18,2.69,84,57.0,120.0
2010,0.22,0.12,0.0,0.06,0.39,71,57.0,14.0
2010,0.0,0.02,0.0,0.0,0.02,70,57.0,39.0
2010,0.07,0.09,0.0,0.02,0.17,69,57.0,41.0
2010,0.95,0.37,0.0,0.11,1.43,61,57.0,180.0
2010,1.77,0.32,0.0,0.0,2.08,90,56.0,953.0
2010,0.25,0.0,0.0,0.02,0.26,87,56.0,9.0
2010,0.21,0.15,0.0,0.04,0.4,43,56.0,70.0
2010,0.11,0.05,0.0,0.02,0.18,39,56.0,13.0
2010,0.07,0.02,0.07,0.02,0.18,38,56.0,37.0
2010,0.07,0.01,0.0,0.01,0.09,79,55.0,6.0
2010,0.09,0.0,0.0,0.01,0.1,56,55.0,4.0
2010,0.0,0.13,0.0,0.03,0.16,55,55.0,267.0
2010,0.07,0.04,0.17,0.03,0.32,53,55.0,21.0
2010,0.0,0.03,0.0,0.01,0.04,47,55.0,6.0
2010,0.18,0.18,0.0,0.07,0.43,43,55.0,49.0
2010,1.74,0.45,0.0,0.18,2.37,42,55.0,16.0
2010,0.52,0.27,0.0,0.12,0.91,78,54.0,14.0
2010,0.07,0.1,0.03,0.02,0.22,78,54.0,7.0
2010,0.25,0.02,0.0,0.02,0.29,74,54.0,9.0
2010,0.05,0.13,0.0,0.04,0.22,70,54.0,28.0
2010,0.18,0.16,0.0,0.04,0.39,68,54.0,9.0
2010,0.13,0.69,0.01,0.36,1.2,68,54.0,9.0
2010,0.08,0.01,0.13,0.01,0.24,61,54.0,101.0
2010,0.26,0.04,0.0,0.03,0.33,60,54.0,9.0
2010,0.0,0.01,0.0,0.0,0.02,56,54.0,105.0
2010,0.17,0.0,0.0,0.01,0.19,74,53.0,4.0
2010,0.59,0.87,0.0,0.23,1.7,74,53.0,77.0
2010,0.1,0.05,0.0,0.01,0.16,61,53.0,7.0
2010,0.1,0.06,0.0,0.02,0.18,51,53.0,4.0
2010,0.05,0.09,0.02,0.03,0.19,43,53.0,21.0
2010,0.0,0.08,0.0,0.02,0.11,83,52.0,672.0
2010,0.0,0.27,0.0,0.05,0.31,79,52.0,213.0
2010,0.0,0.02,0.0,0.0,0.03,68,52.0,19.0
2010,0.16,0.1,0.0,0.03,0.29,67,52.0,5.0
2010,0.23,0.42,0.0,0.08,0.72,65,52.0,5.0
2010,0.04,0.04,0.01,0.01,0.09,64,52.0,52.0
2010,0.11,0.03,0.0,0.02,0.16,61,52.0,5.0
2010,0.14,0.18,0.0,0.07,0.39,41,52.0,36.0
2010,0.07,0.03,0.0,0.01,0.11,28,52.0,6.0
2010,0.05,0.0,0.0,0.0,0.05,63,51.0,48.0
2010,0.0,0.01,0.0,0.0,0.02,57,51.0,67.0
2010,0.04,0.02,0.05,0.01,0.13,57,50.0,6.0
2010,0.92,0.39,0.0,0.12,1.43,52,50.0,20.0
2010,0.22,0.27,0.0,0.05,0.54,41,50.0,11.0
2010,0.21,0.2,0.0,0.04,0.45,38,50.0,46.0
2010,0.07,0.12,0.0,0.05,0.25,56,49.0,8.0
2010,0.1,0.08,0.0,0.02,0.2,57,48.0,4.0
2010,0.04,0.0,0.0,0.0,0.05,48,48.0,4.0
2010,0.11,0.04,0.0,0.01,0.17,42,48.0,4.0
2010,0.07,0.11,0.0,0.02,0.21,40,47.0,19.0
2010,0.06,0.01,0.01,0.01,0.09,44,46.0,34.0
2010,0.15,0.15,0.0,0.03,0.32,41,46.0,12.0
2010,0.31,0.23,0.0,0.06,0.6,32,46.0,23.0
2010,0.16,0.02,0.0,0.02,0.19,57,45.0,6.0
2010,0.07,0.0,0.01,0.01,0.09,64,44.0,40.0
2010,0.09,0.08,0.0,0.02,0.19,63,44.0,307.0
2010,0.38,0.25,0.0,0.06,0.69,40,44.0,9.0
2010,0.11,0.17,0.0,0.06,0.34,45,43.0,8.0
2010,0.07,0.04,0.0,0.01,0.12,33,43.0,6.0
2010,0.07,0.05,0.0,0.02,0.15,43,42.0,6.0
2010,0.08,0.07,0.0,0.02,0.17,40,42.0,5.0
2010,0.09,0.01,0.0,0.01,0.11,58,41.0,8.0
2010,0.08,0.06,0.0,0.02,0.16,42,41.0,17.0
2010,0.08,0.02,0.0,0.01,0.1,37,41.0,33.0
2010,0.17,0.03,0.0,0.02,0.21,43,40.0,5.0
2010,0.09,0.31,0.0,0.11,0.52,65,39.0,8.0
2010,0.0,0.04,0.0,0.01,0.05,66,38.0,47.0
2010,0.05,0.15,0.0,0.05,0.25,42,38.0,20.0
2010,0.17,0.23,0.0,0.05,0.46,50,37.0,18.0
2010,0.06,0.09,0.01,0.03,0.2,36,37.0,21.0
2010,0.36,0.17,0.0,0.05,0.58,33,37.0,9.0
2010,0.27,0.04,0.0,0.02,0.33,26,37.0,9.0
2010,0.06,0.02,0.0,0.01,0.09,37,36.0,31.0
2010,0.0,0.21,0.0,0.05,0.25,62,35.0,104.0
2010,0.25,0.65,0.0,0.12,1.02,48,33.0,4.0
2010,1.02,0.46,0.0,0.13,1.62,74,31.0,69.0
2010,0.13,0.2,0.0,0.07,0.39,38,28.0,23.0
2010,0.74,0.25,0.0,0.09,1.09,47,21.0,98.0
2010,0.11,0.0,0.0,0.01,0.12,36,21.0,17.0
2010,0.09,0.15,0.01,0.05,0.31,41,17.0,17.0
2010,0.04,0.0,0.0,0.0,0.04,38,17.0,10.0
2010,0.13,0.0,0.0,0.01,0.14,36,5.0,4.0
2009,0.42,0.05,0.0,0.14,0.61,91,93.0,316.0
2009,0.79,0.42,0.01,0.13,1.35,60,93.0,4.0
2009,0.0,0.06,0.0,0.01,0.07,87,90.0,262.0
2009,0.06,0.05,0.07,0.01,0.2,75,90.0,61.0
2009,0.05,0.0,0.02,0.0,0.07,70,90.0,5.0
2009,0.57,0.43,0.44,0.12,1.56,54,90.0,133.0
2009,2.24,1.31,0.07,0.61,4.23,91,89.0,1122.0
2009,0.97,0.33,0.35,0.17,1.82,89,89.0,1441.0
2009,1.17,0.39,0.0,0.15,1.71,89,89.0,43.0
2009,0.0,0.04,0.0,0.01,0.05,87,89.0,891.0
2009,0.77,0.37,0.0,0.11,1.25,65,89.0,51.0
2009,3.27,2.2,0.21,0.98,6.66,96,88.0,5187.0
2009,3.11,1.55,0.08,0.51,5.26,90,88.0,1305.0
2009,0.6,0.36,0.0,0.11,1.07,88,88.0,57.0
2009,0.63,0.67,4.35,0.15,5.78,87,88.0,197.0
2009,0.14,0.1,0.02,0.02,0.29,87,88.0,86.0
2009,0.13,0.0,0.12,0.01,0.26,84,88.0,79.0
2009,0.0,0.32,0.0,0.06,0.38,82,88.0,132.0
2009,0.16,0.57,0.0,0.29,1.02,79,88.0,39.0
2009,0.08,0.12,0.0,0.02,0.22,72,88.0,36.0
2009,0.08,0.02,0.0,0.02,0.12,68,88.0,4.0
2009,0.09,0.0,0.0,0.01,0.1,56,88.0,4.0
2009,2.2,0.95,0.02,0.31,3.48,92,87.0,1080.0
2009,1.7,0.44,0.06,0.4,2.6,91,87.0,529.0
2009,0.0,0.28,0.0,0.05,0.32,91,87.0,1736.0
2009,0.67,0.29,0.0,0.15,1.12,88,87.0,59.0
2009,0.28,1.39,0.68,0.32,2.67,83,87.0,52.0
2009,0.17,0.18,0.2,0.04,0.59,82,87.0,39.0
2009,0.32,0.12,0.11,0.04,0.6,81,87.0,101.0
2009,2.09,1.35,0.06,0.4,3.9,81,87.0,39.0
2009,0.0,0.05,0.0,0.01,0.06,80,87.0,602.0
2009,0.18,0.01,0.0,0.01,0.21,80,87.0,35.0
2009,0.13,0.0,0.14,0.01,0.28,80,87.0,69.0
2009,0.44,0.3,0.02,0.09,0.85,78,87.0,95.0
2009,0.14,0.15,0.0,0.06,0.34,73,87.0,62.0
2009,0.24,0.03,0.0,0.02,0.29,72,87.0,30.0
2009,0.15,0.04,0.0,0.24,0.43,64,87.0,6.0
2009,2.54,1.93,0.21,0.86,5.55,91,86.0,1202.0
2009,0.0,0.46,0.0,0.05,0.51,91,86.0,3542.0
2009,0.0,0.02,0.0,0.0,0.03,90,86.0,819.0
2009,2.67,0.87,0.05,0.38,3.97,89,86.0,681.0
2009,0.97,0.23,0.0,0.11,1.3,89,86.0,127.0
2009,0.4,0.43,0.0,0.1,0.93,85,86.0,17.0
2009,0.65,0.4,1.05,0.11,2.22,84,86.0,219.0
2009,0.0,0.01,0.0,0.0,0.01,82,86.0,158.0
2009,0.45,0.23,0.02,0.07,0.77,81,86.0,176.0
2009,1.34,0.6,0.0,0.31,2.26,80,86.0,43.0
2009,0.24,0.14,0.0,0.1,0.48,79,86.0,31.0
2009,0.61,0.32,0.0,0.1,1.03,78,86.0,28.0
2009,0.24,0.0,0.0,0.02,0.26,77,86.0,26.0
2009,0.26,0.03,0.1,0.02,0.4,77,86.0,46.0
2009,0.18,0.01,0.0,0.01,0.21,68,86.0,19.0
2009,0.0,0.32,0.0,0.04,0.36,89,85.0,2530.0
2009,0.21,0.08,0.04,0.03,0.36,86,85.0,70.0
2009,0.12,0.06,0.0,0.02,0.19,81,85.0,15.0
2009,0.43,0.14,0.0,0.06,0.63,79,85.0,125.0
2009,0.85,0.43,0.0,0.13,1.41,79,85.0,40.0
2009,0.14,0.0,0.08,0.02,0.23,79,85.0,65.0
2009,0.46,0.21,0.12,0.06,0.86,76,85.0,26.0
2009,0.59,0.2,0.0,0.07,0.86,76,85.0,28.0
2009,0.01,0.0,0.0,0.0,0.01,75,85.0,6.0
2009,0.26,0.01,0.0,0.02,0.29,68,85.0,6.0
2009,0.0,0.05,0.0,0.01,0.07,89,84.0,115.0
2009,0.51,0.1,0.0,0.06,0.66,88,84.0,71.0
2009,14.44,6.94,4.7,2.24,28.32,87,84.0,594.0
2009,0.36,0.1,0.06,0.06,0.57,87,84.0,112.0
2009,0.33,0.09,0.0,0.04,0.46,86,84.0,37.0
2009,0.28,0.03,0.16,0.02,0.49,83,84.0,33.0
2009,0.12,0.27,0.06,0.05,0.51,82,84.0,17.0
2009,0.56,0.37,0.01,0.1,1.04,80,84.0,36.0
2009,0.23,0.23,0.0,0.05,0.51,80,84.0,18.0
2009,0.23,0.14,0.3,0.04,0.7,78,84.0,79.0
2009,0.15,0.06,0.05,0.02,0.28,76,84.0,47.0
2009,0.0,0.02,0.0,0.0,0.03,74,84.0,46.0
2009,0.12,0.14,0.0,0.03,0.29,73,84.0,38.0
2009,0.16,0.02,0.0,0.01,0.19,71,84.0,16.0
2009,0.58,0.56,0.05,0.14,1.32,93,83.0,280.0
2009,0.18,0.06,0.34,0.05,0.63,89,83.0,317.0
2009,1.76,0.68,0.12,0.37,2.93,85,83.0,1172.0
2009,0.11,0.0,0.0,0.01,0.12,83,83.0,16.0
2009,0.16,0.16,0.0,0.04,0.37,79,83.0,12.0
2009,0.08,0.0,0.0,0.01,0.09,79,83.0,30.0
2009,0.25,0.74,0.0,0.14,1.12,78,83.0,32.0
2009,0.0,0.0,0.02,0.0,0.02,78,83.0,12.0
2009,0.11,0.14,0.0,0.03,0.27,75,83.0,6.0
2009,0.35,0.13,0.0,0.05,0.53,75,83.0,4.0
2009,0.0,0.02,0.0,0.0,0.02,74,83.0,78.0
2009,0.07,0.03,0.0,0.25,0.34,72,83.0,6.0
2009,0.11,0.01,0.0,0.1,0.22,69,83.0,6.0
2009,0.16,0.12,0.06,0.03,0.36,67,83.0,63.0
2009,0.0,0.01,0.0,0.0,0.01,66,83.0,240.0
2009,0.11,0.09,0.0,0.02,0.22,61,83.0,4.0
2009,0.0,0.04,0.0,0.01,0.05,89,82.0,352.0
2009,0.32,0.39,0.0,0.09,0.8,87,82.0,110.0
2009,0.27,0.52,0.0,0.19,0.99,87,82.0,94.0
2009,2.4,0.71,0.03,0.29,3.44,84,82.0,715.0
2009,0.11,0.0,0.0,0.01,0.12,84,82.0,21.0
2009,0.16,0.1,0.0,0.03,0.29,82,82.0,73.0
2009,0.15,0.03,0.1,0.03,0.32,82,82.0,68.0
2009,0.0,0.08,0.0,0.02,0.1,82,82.0,144.0
2009,0.0,0.01,0.0,0.0,0.01,80,82.0,488.0
2009,0.0,0.04,0.0,0.01,0.04,79,82.0,40.0
2009,0.05,0.0,0.0,0.0,0.06,78,82.0,26.0
2009,0.26,0.2,0.0,0.05,0.51,73,82.0,141.0
2009,0.0,0.02,0.0,0.0,0.02,73,82.0,21.0
2009,0.0,0.03,0.0,0.01,0.03,73,82.0,20.0
2009,0.17,0.0,0.0,0.01,0.18,71,82.0,5.0
2009,0.09,0.0,0.0,0.01,0.1,71,82.0,5.0
2009,0.35,0.52,0.04,0.08,0.99,70,82.0,20.0
2009,0.06,0.0,0.0,0.01,0.07,70,82.0,5.0
2009,0.28,0.23,0.0,0.06,0.57,69,82.0,258.0
2009,0.33,0.0,0.0,0.03,0.35,67,82.0,21.0
2009,0.56,0.04,0.0,0.05,0.64,67,82.0,10.0
2009,0.05,0.03,0.0,0.01,0.09,66,82.0,20.0
2009,0.26,0.14,0.0,0.04,0.44,66,82.0,5.0
2009,0.19,0.03,0.0,0.02,0.23,63,82.0,5.0
2009,0.08,0.0,0.0,0.01,0.09,54,82.0,5.0
2009,1.4,1.06,0.08,0.47,3.01,91,81.0,1505.0
2009,0.66,0.0,0.0,0.06,0.72,90,81.0,61.0
2009,0.95,0.33,0.0,0.13,1.4,87,81.0,86.0
2009,0.48,0.29,0.01,0.09,0.87,85,81.0,237.0
2009,0.0,0.45,0.0,0.02,0.47,85,81.0,1502.0
2009,0.33,0.27,0.02,0.12,0.74,85,81.0,136.0
2009,0.52,0.2,0.0,0.07,0.8,84,81.0,79.0
2009,1.07,0.44,0.01,0.24,1.76,84,81.0,47.0
2009,0.32,0.1,0.01,0.04,0.47,82,81.0,82.0
2009,0.27,0.35,0.05,0.21,0.89,81,81.0,84.0
2009,0.0,0.05,0.0,0.01,0.06,81,81.0,1026.0
2009,0.48,0.48,0.01,0.2,1.17,81,81.0,55.0
2009,0.01,0.02,0.0,0.0,0.03,80,81.0,136.0
2009,0.21,0.2,0.62,0.08,1.12,79,81.0,165.0
2009,0.0,0.04,0.0,0.01,0.04,79,81.0,184.0
2009,0.0,0.03,0.0,0.0,0.03,79,81.0,159.0
2009,0.0,0.11,0.0,0.02,0.14,77,81.0,676.0
2009,0.26,0.04,0.06,0.04,0.4,74,81.0,50.0
2009,0.21,0.22,0.05,0.09,0.56,74,81.0,39.0
2009,0.11,0.1,0.0,0.02,0.24,74,81.0,14.0
2009,0.44,0.03,0.0,0.04,0.51,74,81.0,21.0
2009,0.2,0.21,0.0,0.07,0.48,72,81.0,118.0
2009,0.39,0.0,0.0,0.03,0.42,70,81.0,9.0
2009,0.08,0.11,0.62,0.06,0.87,69,81.0,35.0
2009,0.02,0.0,0.0,0.0,0.02,63,81.0,8.0
2009,0.1,0.02,0.0,0.01,0.14,62,81.0,9.0
2009,0.15,0.03,0.0,0.02,0.2,55,81.0,8.0
2009,0.08,0.0,0.0,0.01,0.09,45,81.0,31.0
2009,2.99,1.9,0.1,0.5,5.49,92,80.0,516.0
2009,0.51,0.25,0.09,0.08,0.93,90,80.0,597.0
2009,0.28,0.24,0.0,0.1,0.62,86,80.0,48.0
2009,0.56,0.39,0.0,0.11,1.06,84,80.0,42.0
2009,0.82,0.17,0.01,0.09,1.09,84,80.0,72.0
2009,0.0,0.06,0.0,0.01,0.07,83,80.0,794.0
2009,0.62,0.26,0.0,0.09,0.97,82,80.0,268.0
2009,0.08,0.0,0.0,0.01,0.09,82,80.0,38.0
2009,0.02,0.18,0.0,0.38,0.57,81,80.0,72.0
2009,15.61,10.93,3.28,2.95,32.77,80,80.0,192.0
2009,0.0,0.01,0.0,0.0,0.01,80,80.0,136.0
2009,0.22,0.19,0.01,0.05,0.47,79,80.0,226.0
2009,0.0,0.03,0.0,0.0,0.03,78,80.0,282.0
2009,0.08,0.0,0.13,0.01,0.22,78,80.0,47.0
2009,0.32,0.15,0.0,0.05,0.52,77,80.0,114.0
2009,0.36,0.11,0.03,0.07,0.57,77,80.0,96.0
2009,0.0,0.05,0.0,0.01,0.06,76,80.0,236.0
2009,0.46,0.31,0.2,0.09,1.05,75,80.0,60.0
2009,0.19,0.2,0.0,0.05,0.44,69,80.0,6.0
2009,0.02,0.03,0.0,0.01,0.05,66,80.0,19.0
2009,0.05,0.0,0.06,0.01,0.12,63,80.0,13.0
2009,0.38,0.23,0.0,0.15,0.76,63,80.0,41.0
2009,0.07,0.0,0.0,0.01,0.08,62,80.0,6.0
2009,0.22,0.28,0.0,0.06,0.56,62,80.0,4.0
2009,3.48,2.99,0.0,0.73,7.2,49,80.0,110.0
2009,0.0,0.02,0.0,0.0,0.02,56,80.0,10.0
2009,0.38,0.12,0.0,0.07,0.57,88,79.0,40.0
2009,0.96,0.42,0.08,0.21,1.67,87,79.0,597.0
2009,1.76,0.55,0.03,0.22,2.56,86,79.0,725.0
2009,1.48,0.39,0.0,0.19,2.06,83,79.0,51.0
2009,1.2,0.6,0.0,0.29,2.09,83,79.0,427.0
2009,0.15,0.67,0.01,0.31,1.15,83,79.0,14.0
2009,0.2,0.0,0.0,0.02,0.22,82,79.0,8.0
2009,0.19,0.2,0.01,0.08,0.47,79,79.0,98.0
2009,0.34,0.36,0.0,0.14,0.84,78,79.0,96.0
2009,0.0,0.02,0.0,0.0,0.02,76,79.0,183.0
2009,0.07,0.02,0.05,0.01,0.14,74,79.0,12.0
2009,0.12,0.02,0.21,0.01,0.36,73,79.0,24.0
2009,0.11,0.02,0.0,0.01,0.15,69,79.0,15.0
2009,0.11,0.22,0.0,0.04,0.37,68,79.0,15.0
2009,1.4,0.91,0.74,0.26,3.31,87,78.0,228.0
2009,0.64,1.22,0.01,0.67,2.54,87,78.0,98.0
2009,0.42,0.34,0.0,0.14,0.9,86,78.0,49.0
2009,0.46,0.25,0.01,0.12,0.84,84,78.0,53.0
2009,0.08,0.01,0.07,0.01,0.18,84,78.0,38.0
2009,0.75,0.01,0.01,0.07,0.84,83,78.0,39.0
2009,0.01,0.14,0.0,0.03,0.18,81,78.0,1363.0
2009,0.06,0.02,0.0,0.02,0.09,80,78.0,12.0
2009,0.02,0.05,0.0,0.01,0.07,79,78.0,520.0
2009,0.84,0.35,0.0,0.12,1.31,78,78.0,356.0
2009,0.35,0.37,0.01,0.15,0.88,78,78.0,91.0
2009,0.36,0.45,0.02,0.1,0.93,77,78.0,112.0
2009,1.06,0.26,0.53,0.13,1.98,75,78.0,162.0
2009,0.31,0.0,0.0,0.03,0.33,75,78.0,6.0
2009,0.06,0.01,0.0,0.01,0.08,71,78.0,5.0
2009,0.12,0.0,0.06,0.01,0.19,64,78.0,43.0
2009,0.11,0.09,0.0,0.05,0.25,63,78.0,17.0
2009,0.09,0.01,0.0,0.01,0.1,61,78.0,6.0
