Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,User_Count
2007,0.16,0.0,0.06,0.01,0.24,70,70.0,24.0
2007,0.43,0.01,0.25,0.04,0.72,65,70.0,22.0
2007,0.49,0.04,0.0,0.04,0.57,63,70.0,53.0
2007,0.06,0.0,0.0,0.0,0.06,61,70.0,5.0
2007,0.15,0.17,0.0,0.1,0.42,61,70.0,11.0
2007,0.26,0.29,0.02,0.11,0.67,60,70.0,40.0
2007,0.09,0.08,0.0,0.05,0.22,58,70.0,12.0
2007,0.73,0.01,0.0,0.06,0.8,57,70.0,15.0
2007,0.06,0.03,0.0,0.01,0.09,56,70.0,24.0
2007,0.26,0.0,0.0,0.02,0.28,56,70.0,4.0
2007,0.2,0.16,0.0,0.05,0.42,54,70.0,10.0
2007,0.07,0.0,0.0,0.01,0.07,46,70.0,21.0
2007,0.24,0.0,0.0,0.02,0.26,46,70.0,6.0
2007,0.16,0.06,0.0,0.03,0.25,86,69.0,23.0
2007,0.16,0.0,0.0,0.01,0.18,81,69.0,16.0
2007,0.38,0.03,0.3,0.04,0.75,80,69.0,106.0
2007,0.0,0.04,0.0,0.01,0.05,79,69.0,40.0
2007,0.0,0.02,0.0,0.0,0.02,75,69.0,28.0
2007,0.95,0.01,0.01,0.08,1.05,75,69.0,36.0
2007,0.0,0.01,0.0,0.0,0.01,72,69.0,24.0
2007,0.14,0.02,0.0,0.01,0.18,71,69.0,46.0
2007,1.05,1.91,0.41,0.42,3.79,68,69.0,39.0
2007,0.53,0.45,0.0,0.12,1.1,61,69.0,14.0
2007,0.14,0.01,0.31,0.02,0.47,60,69.0,16.0
2007,0.17,0.41,0.0,0.15,0.73,55,69.0,19.0
2007,0.5,0.01,0.0,0.05,0.55,81,68.0,19.0
2007,0.03,0.01,0.0,0.0,0.04,80,68.0,26.0
2007,0.8,0.0,0.0,0.07,0.87,76,68.0,27.0
2007,0.24,0.0,0.0,0.02,0.26,75,68.0,52.0
2007,0.6,0.04,0.0,0.07,0.71,75,68.0,8.0
2007,0.56,0.02,0.01,0.05,0.63,73,68.0,10.0
2007,0.92,0.38,0.0,0.13,1.43,71,68.0,48.0
2007,0.37,0.89,0.0,0.18,1.44,71,68.0,5.0
2007,0.63,0.0,0.0,0.05,0.68,69,68.0,5.0
2007,0.24,0.03,0.0,0.02,0.29,68,68.0,20.0
2007,0.0,0.03,0.03,0.01,0.07,67,68.0,34.0
2007,0.18,0.35,0.0,0.02,0.55,67,68.0,6.0
2007,0.08,0.01,0.0,0.01,0.09,63,68.0,16.0
2007,0.03,0.01,0.0,0.0,0.05,63,68.0,13.0
2007,0.15,0.01,0.02,0.01,0.19,55,68.0,20.0
2007,0.11,0.0,0.04,0.01,0.15,53,68.0,6.0
2007,0.45,0.67,0.0,0.12,1.24,52,68.0,4.0
2007,0.19,0.26,0.11,0.06,0.62,46,68.0,26.0
2007,0.06,0.01,0.0,0.01,0.08,40,68.0,13.0
2007,1.02,0.9,0.0,0.36,2.29,80,67.0,87.0
2007,0.2,0.01,0.0,0.02,0.23,79,67.0,6.0
2007,0.42,0.0,0.0,0.03,0.45,79,67.0,6.0
2007,0.06,0.01,0.0,0.01,0.08,74,67.0,6.0
2007,0.45,0.52,0.01,0.12,1.1,73,67.0,77.0
2007,0.19,0.15,0.01,0.05,0.39,66,67.0,10.0
2007,0.43,0.03,0.0,0.04,0.5,62,67.0,12.0
2007,0.24,0.54,0.0,0.3,1.07,59,67.0,15.0
2007,0.25,0.01,0.0,0.02,0.28,57,67.0,7.0
2007,0.74,0.04,0.0,0.06,0.83,57,67.0,28.0
2007,0.12,0.0,0.0,0.01,0.13,47,67.0,7.0
2007,0.08,0.0,0.0,0.01,0.08,43,67.0,55.0
2007,0.22,0.37,0.0,0.14,0.73,79,66.0,7.0
2007,0.01,0.02,0.0,0.0,0.04,74,66.0,5.0
2007,0.36,0.04,0.0,0.04,0.44,73,66.0,17.0
2007,1.21,1.19,0.04,0.29,2.73,69,66.0,174.0
2007,0.59,0.02,0.01,0.1,0.72,68,66.0,9.0
2007,0.18,0.03,0.0,0.03,0.24,67,66.0,25.0
2007,0.0,0.04,0.0,0.01,0.04,67,66.0,12.0
2007,0.55,0.02,0.0,0.09,0.66,65,66.0,17.0
2007,0.07,0.0,0.06,0.01,0.14,64,66.0,19.0
2007,0.0,0.01,0.0,0.0,0.01,62,66.0,8.0
2007,0.11,0.0,0.0,0.01,0.12,61,66.0,13.0
2007,0.14,0.11,0.0,0.04,0.28,58,66.0,14.0
2007,0.01,0.09,0.0,0.01,0.1,58,66.0,11.0
2007,0.05,0.0,0.0,0.01,0.06,56,66.0,28.0
2007,0.68,0.0,0.0,2.46,3.14,83,65.0,36.0
2007,0.12,0.01,0.0,0.02,0.15,81,65.0,16.0
2007,0.41,0.02,0.0,0.04,0.47,79,65.0,17.0
2007,0.2,0.03,0.0,0.03,0.26,78,65.0,41.0
2007,0.05,0.0,0.01,0.01,0.07,69,65.0,6.0
2007,0.05,0.04,0.02,0.01,0.11,61,65.0,8.0
2007,0.03,0.0,0.0,0.0,0.03,55,65.0,6.0
2007,0.74,0.03,0.01,0.12,0.9,50,65.0,28.0
2007,2.18,0.01,0.0,0.18,2.37,85,64.0,108.0
2007,0.18,0.04,0.01,0.03,0.25,71,64.0,5.0
2007,0.13,0.1,0.0,0.03,0.27,71,64.0,8.0
2007,0.35,0.09,0.0,0.08,0.53,61,64.0,9.0
2007,0.18,0.02,0.0,0.02,0.21,60,64.0,15.0
2007,0.36,0.03,0.08,0.04,0.51,53,64.0,229.0
2007,0.18,0.0,0.0,0.02,0.2,43,64.0,5.0
2007,0.19,0.15,0.0,0.05,0.39,36,64.0,17.0
2007,0.0,0.02,0.0,0.0,0.02,70,63.0,374.0
2007,0.14,0.0,0.0,0.01,0.16,70,63.0,27.0
2007,0.92,0.04,0.0,0.15,1.11,69,63.0,31.0
2007,0.3,0.01,0.0,0.03,0.34,69,63.0,108.0
2007,0.33,0.02,0.21,0.03,0.6,69,63.0,18.0
2007,0.01,0.01,0.01,0.01,0.04,68,63.0,4.0
2007,0.14,0.0,0.01,0.01,0.16,67,63.0,15.0
2007,0.27,0.02,0.0,0.02,0.32,65,63.0,39.0
2007,0.06,0.0,0.0,0.0,0.07,65,63.0,4.0
2007,3.74,2.24,1.58,0.7,8.27,62,63.0,190.0
2007,0.17,0.0,0.0,0.01,0.19,62,63.0,4.0
2007,0.26,0.01,0.0,0.02,0.29,60,63.0,26.0
2007,0.48,0.03,0.0,0.05,0.56,58,63.0,32.0
2007,0.07,0.01,0.0,0.01,0.08,56,63.0,18.0
2007,0.68,0.0,0.0,0.05,0.74,49,63.0,4.0
2007,0.12,0.0,0.0,0.01,0.13,41,63.0,4.0
2007,0.17,0.26,0.0,0.1,0.52,76,62.0,12.0
2007,0.28,0.0,0.0,0.02,0.31,73,62.0,5.0
2007,0.26,0.0,0.0,0.02,0.29,71,62.0,5.0
2007,0.0,0.01,0.0,0.0,0.01,66,62.0,21.0
2007,0.08,0.0,0.0,0.01,0.1,62,62.0,32.0
2007,0.69,0.0,0.04,1.68,2.41,62,62.0,34.0
2007,0.03,0.01,0.0,0.0,0.04,59,62.0,5.0
2007,0.19,0.0,0.0,0.02,0.2,57,62.0,10.0
2007,0.22,0.01,0.0,0.02,0.25,57,62.0,19.0
2007,0.19,0.02,0.0,0.02,0.23,56,62.0,18.0
2007,0.12,0.02,0.0,0.02,0.15,47,62.0,10.0
2007,0.22,0.0,0.0,0.02,0.24,42,62.0,5.0
2007,0.33,0.41,0.54,0.1,1.37,81,61.0,60.0
2007,0.0,0.01,0.0,0.0,0.02,77,61.0,50.0
2007,0.04,1.1,0.32,0.13,1.59,74,61.0,47.0
2007,0.35,0.06,0.0,0.05,0.46,67,61.0,8.0
2007,0.32,0.59,0.01,0.11,1.02,65,61.0,26.0
2007,0.45,0.46,0.0,0.11,1.01,64,61.0,38.0
2007,0.0,0.0,0.03,0.0,0.03,63,61.0,34.0
2007,0.29,0.22,0.0,0.06,0.57,62,61.0,65.0
2007,0.09,0.0,0.0,0.01,0.1,61,61.0,9.0
2007,0.4,0.02,0.0,0.07,0.48,56,61.0,9.0
2007,0.13,0.01,0.0,0.01,0.14,56,61.0,8.0
2007,0.09,0.01,0.0,0.01,0.11,55,61.0,7.0
2007,0.05,0.0,0.0,0.0,0.06,35,61.0,21.0
2007,0.22,0.06,0.0,0.01,0.29,76,60.0,4.0
2007,0.73,0.91,0.04,0.36,2.04,73,60.0,43.0
2007,0.5,0.02,0.0,0.08,0.6,72,60.0,9.0
2007,0.08,0.0,0.0,0.01,0.09,64,60.0,4.0
2007,0.12,0.0,0.0,0.01,0.13,63,60.0,4.0
2007,0.4,0.0,0.0,0.03,0.43,60,60.0,8.0
2007,0.01,0.01,0.0,0.0,0.03,59,60.0,20.0
2007,0.02,0.0,0.05,0.0,0.07,56,60.0,7.0
2007,2.12,1.47,0.05,0.42,4.05,56,60.0,44.0
2007,0.07,0.0,0.0,0.01,0.08,51,60.0,9.0
2007,0.45,0.56,0.0,0.12,1.13,82,59.0,15.0
2007,0.42,0.02,0.0,0.04,0.48,73,59.0,10.0
2007,0.0,0.04,0.0,0.01,0.04,70,59.0,163.0
2007,0.34,0.01,0.0,0.06,0.41,70,59.0,48.0
2007,1.13,0.01,0.06,0.09,1.29,67,59.0,8.0
2007,0.18,0.01,0.5,0.02,0.7,65,59.0,21.0
2007,0.17,0.01,0.0,0.02,0.2,64,59.0,40.0
2007,0.3,0.03,0.0,0.03,0.36,60,59.0,11.0
2007,0.38,0.5,0.0,0.11,0.98,59,59.0,18.0
2007,0.18,0.12,0.04,0.03,0.37,55,59.0,49.0
2007,0.04,0.01,0.0,0.0,0.05,39,59.0,15.0
2007,0.03,0.03,0.0,0.01,0.07,37,59.0,10.0
2007,0.16,0.0,0.0,0.01,0.17,71,58.0,13.0
2007,0.39,0.02,0.0,0.03,0.45,69,58.0,22.0
2007,0.39,0.72,0.0,0.15,1.26,68,58.0,21.0
2007,0.26,0.0,0.02,0.02,0.3,63,58.0,5.0
2007,0.0,0.02,0.0,0.0,0.02,57,58.0,19.0
2007,0.03,0.0,0.0,0.0,0.04,52,58.0,5.0
2007,0.01,0.0,0.0,0.0,0.01,56,58.0,5.0
2007,0.48,1.27,0.0,0.24,2.0,71,57.0,9.0
2007,0.07,0.0,0.0,0.01,0.08,54,57.0,6.0
2007,0.16,0.01,0.0,0.01,0.18,52,57.0,24.0
2007,0.22,0.0,0.0,0.02,0.24,49,57.0,13.0
2007,0.01,0.06,0.0,0.02,0.09,72,56.0,216.0
2007,0.11,0.03,0.0,0.0,0.14,60,56.0,7.0
2007,0.2,0.0,0.0,0.02,0.22,56,56.0,5.0
2007,0.18,0.0,0.0,0.02,0.2,50,56.0,20.0
2007,0.03,0.12,0.0,0.07,0.22,49,56.0,19.0
2007,0.1,0.0,0.0,0.01,0.11,39,56.0,7.0
2007,0.01,0.0,0.0,0.0,0.01,56,55.0,4.0
2007,0.41,0.22,0.0,0.07,0.7,50,55.0,182.0
2007,2.83,1.48,0.0,0.45,4.76,80,54.0,46.0
2007,0.49,0.02,0.0,0.04,0.56,72,54.0,44.0
2007,0.13,0.0,0.0,0.01,0.14,64,54.0,13.0
2007,0.07,0.0,0.06,0.01,0.14,59,54.0,8.0
2007,0.21,0.16,0.0,0.05,0.42,54,54.0,28.0
2007,0.35,0.01,0.0,0.03,0.38,52,54.0,23.0
2007,0.12,0.02,0.0,0.01,0.15,50,54.0,13.0
2007,0.1,0.01,0.0,0.01,0.11,45,54.0,16.0
2007,0.08,0.0,0.0,0.01,0.09,44,54.0,7.0
2007,0.89,0.0,0.0,0.08,0.97,81,53.0,33.0
2007,0.47,0.0,0.0,0.04,0.52,73,53.0,19.0
2007,1.41,1.12,0.05,0.3,2.89,61,53.0,23.0
2007,0.29,0.02,0.0,0.03,0.34,58,53.0,21.0
2007,0.02,0.0,0.0,0.0,0.02,58,53.0,6.0
2007,0.43,0.03,0.0,0.04,0.49,57,53.0,54.0
2007,0.01,0.0,0.0,0.0,0.01,57,53.0,11.0
2007,0.42,0.02,0.0,0.04,0.47,53,53.0,29.0
2007,0.13,0.0,0.0,0.01,0.14,82,52.0,6.0
2007,0.26,0.0,0.0,0.02,0.29,59,52.0,30.0
2007,0.1,0.0,0.0,0.01,0.11,55,52.0,18.0
2007,0.14,0.01,0.0,0.01,0.16,51,52.0,17.0
2007,0.14,0.01,0.0,0.01,0.17,49,52.0,31.0
2007,0.13,0.0,0.0,0.39,0.52,46,52.0,6.0
2007,0.03,0.0,0.0,0.0,0.04,59,51.0,7.0
2007,0.21,0.01,0.0,0.02,0.23,27,51.0,14.0
2007,0.0,0.01,0.0,0.0,0.01,61,50.0,42.0
2007,0.15,0.05,0.0,0.03,0.23,57,50.0,14.0
2007,0.11,0.0,0.0,0.01,0.12,61,49.0,7.0
2007,0.28,0.46,0.0,0.1,0.84,51,49.0,19.0
2007,0.11,0.01,0.0,0.01,0.12,49,49.0,11.0
2007,0.28,0.25,0.0,0.06,0.6,43,49.0,8.0
2007,0.11,0.0,0.0,0.01,0.12,28,49.0,8.0
2007,0.25,0.19,0.0,0.06,0.51,71,48.0,4.0
2007,0.37,0.01,0.0,0.03,0.41,63,48.0,4.0
2007,0.85,0.01,0.0,0.07,0.93,61,48.0,5.0
2007,0.11,0.0,0.0,0.01,0.12,61,48.0,6.0
2007,0.09,0.32,0.0,0.1,0.51,55,48.0,4.0
2007,0.03,0.0,0.0,0.0,0.04,50,48.0,4.0
2007,0.05,0.0,0.0,0.0,0.05,43,48.0,5.0
2007,0.14,0.1,0.0,0.05,0.28,40,48.0,16.0
2007,0.06,0.0,0.0,0.0,0.06,37,48.0,5.0
2007,0.04,0.0,0.0,0.0,0.04,35,48.0,13.0
2007,0.32,0.0,0.0,0.02,0.35,27,48.0,26.0
2007,0.23,0.0,0.0,0.02,0.25,74,47.0,7.0
2007,0.36,0.01,0.0,0.03,0.4,51,47.0,30.0
2007,0.06,0.0,0.0,0.0,0.06,35,47.0,10.0
2007,0.03,0.0,0.0,0.0,0.04,37,46.0,7.0
2007,0.04,0.03,0.0,0.01,0.07,33,45.0,6.0
2007,0.16,0.19,0.0,0.08,0.42,68,44.0,40.0
2007,0.16,0.0,0.0,0.01,0.18,58,44.0,9.0
2007,0.0,0.02,0.0,0.0,0.02,63,43.0,95.0
2007,1.47,0.77,0.0,0.24,2.48,25,43.0,26.0
2007,0.07,0.0,0.0,0.01,0.08,73,42.0,5.0
2007,0.12,0.0,0.0,0.01,0.13,61,42.0,19.0
2007,0.3,0.12,0.0,0.04,0.46,41,41.0,14.0
2007,0.1,0.0,0.0,0.01,0.11,37,41.0,12.0
2007,0.62,0.04,0.0,0.06,0.71,66,40.0,5.0
2007,0.86,1.56,1.05,0.35,3.83,59,40.0,4.0
2007,0.0,0.0,0.03,0.0,0.03,32,40.0,4.0
2007,0.19,0.15,0.0,0.05,0.38,38,39.0,7.0
2007,0.08,0.0,0.0,0.01,0.09,67,38.0,4.0
2007,0.0,0.01,0.0,0.0,0.01,51,38.0,29.0
2007,0.1,0.01,0.0,0.01,0.12,25,37.0,18.0
2007,0.05,0.0,0.0,0.0,0.05,30,36.0,20.0
2007,0.09,0.0,0.0,0.01,0.1,43,35.0,6.0
2007,0.0,0.03,0.0,0.0,0.03,62,33.0,86.0
2007,0.13,0.0,0.0,0.01,0.14,19,31.0,7.0
2007,0.04,0.0,0.0,0.0,0.05,39,30.0,4.0
2007,0.1,0.01,0.0,0.01,0.13,37,30.0,40.0
2007,0.18,0.0,0.01,0.01,0.21,38,29.0,44.0
2007,0.13,0.02,0.0,0.01,0.16,73,28.0,34.0
2007,0.38,0.02,0.0,0.03,0.44,70,28.0,40.0
2007,0.0,0.03,0.0,0.01,0.04,50,28.0,53.0
2007,0.05,0.0,0.0,0.0,0.05,26,28.0,11.0
2007,0.02,0.0,0.0,0.0,0.02,19,28.0,25.0
2007,0.32,0.02,0.0,0.03,0.37,56,27.0,6.0
2007,0.06,0.0,0.0,0.0,0.07,19,27.0,28.0
2007,0.02,0.0,0.0,0.0,0.03,33,25.0,4.0
2007,0.03,0.01,0.0,0.0,0.04,42,22.0,5.0
2007,1.15,0.4,0.0,0.15,1.7,20,19.0,41.0
2007,0.2,0.16,0.0,0.05,0.42,70,17.0,30.0
2007,0.07,0.0,0.0,0.01,0.08,20,17.0,52.0
2007,0.04,0.0,0.0,0.0,0.05,32,7.0,6.0
2007,0.09,0.0,0.0,0.01,0.1,72,6.0,24.0
2006,0.11,0.03,0.15,0.34,0.63,93,93.0,327.0
2006,0.02,0.01,0.0,0.0,0.03,68,93.0,4.0
2006,0.27,0.07,0.0,0.01,0.35,61,93.0,6.0
2006,0.05,0.02,0.0,0.0,0.07,55,93.0,6.0
2006,1.15,0.36,0.04,0.04,1.59,96,92.0,568.0
2006,0.48,0.13,0.0,0.02,0.62,82,92.0,5.0
2006,0.1,0.03,0.0,0.0,0.13,75,92.0,12.0
2006,0.01,0.0,0.0,0.0,0.01,70,92.0,32.0
2006,0.75,0.03,0.04,0.12,0.94,87,91.0,293.0
2006,0.75,0.19,0.0,0.03,0.97,84,91.0,16.0
2006,0.11,0.03,0.0,0.01,0.14,81,91.0,32.0
2006,0.23,0.14,0.0,0.09,0.46,65,91.0,64.0
2006,0.11,0.09,0.12,0.03,0.34,62,91.0,24.0
2006,3.74,2.14,0.6,0.68,7.15,95,90.0,1658.0
2006,0.26,0.01,0.0,0.03,0.29,87,90.0,118.0
2006,0.04,0.03,0.39,0.01,0.47,84,90.0,59.0
2006,1.85,0.64,0.01,0.19,2.69,84,90.0,41.0
2006,0.26,0.06,0.0,0.01,0.33,83,90.0,21.0
2006,0.09,0.07,0.18,0.02,0.37,81,90.0,59.0
2006,0.81,0.11,0.0,0.13,1.05,81,90.0,36.0
2006,0.62,0.02,0.0,0.1,0.75,76,90.0,18.0
2006,1.74,0.02,0.0,0.28,2.04,72,90.0,34.0
2006,0.06,0.02,0.0,0.0,0.09,69,90.0,4.0
2006,0.0,0.08,0.0,0.02,0.1,88,89.0,648.0
2006,0.1,2.39,1.05,0.86,4.39,86,89.0,33.0
2006,0.97,0.04,0.0,0.16,1.16,85,89.0,53.0
2006,0.78,0.03,0.0,0.13,0.94,83,89.0,31.0
2006,0.15,0.12,0.34,0.04,0.64,81,89.0,62.0
2006,0.06,0.02,0.02,0.0,0.1,75,89.0,23.0
2006,0.06,0.04,0.0,0.01,0.11,68,89.0,16.0
2006,0.03,0.03,0.0,0.01,0.07,67,89.0,11.0
2006,0.0,0.04,0.0,0.01,0.05,93,88.0,1128.0
2006,1.33,0.03,0.01,0.1,1.47,86,88.0,264.0
2006,0.0,0.04,0.0,0.01,0.04,86,88.0,115.0
2006,0.0,0.03,0.0,0.01,0.03,82,88.0,528.0
2006,0.02,0.01,0.01,0.0,0.05,81,88.0,17.0
2006,0.03,0.01,0.0,0.0,0.04,73,88.0,24.0
2006,0.67,0.01,0.0,0.06,0.74,70,88.0,31.0
2006,0.02,0.02,0.57,0.01,0.61,58,88.0,13.0
2006,0.06,0.0,0.0,0.0,0.07,57,88.0,4.0
2006,2.82,1.03,0.13,0.4,4.38,94,87.0,1109.0
2006,2.45,1.01,0.0,0.75,4.21,85,87.0,109.0
2006,0.63,0.05,1.35,0.08,2.1,84,87.0,44.0
2006,0.0,0.02,0.0,0.0,0.03,84,87.0,104.0
2006,0.14,0.04,0.16,0.03,0.38,83,87.0,89.0
2006,0.97,0.03,0.0,0.03,1.02,83,87.0,6.0
2006,0.29,0.06,0.01,0.03,0.39,82,87.0,102.0
2006,0.12,0.0,0.03,0.01,0.16,75,87.0,49.0
2006,0.87,0.03,0.0,0.14,1.04,73,87.0,6.0
2006,0.08,0.02,0.03,0.01,0.13,69,87.0,21.0
2006,0.05,0.04,0.0,0.01,0.09,62,87.0,10.0
2006,0.07,0.01,0.0,0.01,0.08,52,87.0,18.0
2006,0.3,0.03,0.0,0.03,0.36,87,86.0,105.0
2006,1.41,0.05,0.0,0.23,1.7,87,86.0,23.0
2006,0.33,0.1,0.0,0.02,0.44,85,86.0,15.0
2006,0.58,0.5,0.0,0.32,1.4,83,86.0,26.0
2006,0.02,0.01,0.0,0.0,0.03,83,86.0,5.0
2006,1.4,0.88,0.03,0.26,2.58,80,86.0,57.0
2006,0.46,0.05,0.0,0.0,0.52,78,86.0,35.0
2006,0.99,0.04,0.0,0.16,1.19,75,86.0,113.0
2006,0.25,0.07,0.0,0.01,0.34,75,86.0,17.0
2006,0.0,0.02,0.0,0.0,0.02,75,86.0,79.0
2006,0.66,0.02,0.0,0.11,0.79,73,86.0,61.0
2006,0.01,0.0,0.0,0.0,0.02,72,86.0,9.0
2006,0.05,0.0,0.0,0.0,0.06,70,86.0,5.0
2006,0.01,0.01,0.05,0.0,0.08,66,86.0,17.0
2006,0.28,0.22,0.0,0.07,0.56,66,86.0,14.0
2006,0.12,0.01,0.02,0.01,0.15,64,86.0,24.0
2006,0.23,0.01,0.0,0.02,0.26,63,86.0,7.0
2006,0.01,0.01,0.0,0.0,0.02,59,86.0,51.0
2006,0.45,0.02,0.0,0.07,0.54,58,86.0,10.0
2006,0.12,0.1,0.0,0.03,0.25,56,86.0,17.0
2006,3.81,0.63,0.0,0.68,5.12,92,85.0,112.0
2006,11.28,9.14,6.5,2.88,29.8,89,85.0,431.0
2006,0.0,0.03,0.0,0.01,0.03,84,85.0,108.0
2006,0.0,0.01,0.0,0.0,0.01,84,85.0,128.0
2006,0.32,0.0,0.0,0.03,0.35,83,85.0,32.0
2006,0.03,0.0,0.0,0.0,0.03,81,85.0,6.0
2006,0.04,0.0,0.02,0.0,0.06,76,85.0,4.0
2006,0.88,0.04,0.0,0.14,1.06,75,85.0,84.0
2006,0.07,0.06,0.04,0.02,0.19,75,85.0,15.0
2006,0.24,0.03,0.0,0.02,0.28,72,85.0,40.0
2006,0.01,0.0,0.0,0.0,0.02,71,85.0,11.0
2006,0.23,0.18,0.0,0.06,0.47,69,85.0,8.0
2006,0.0,0.0,0.19,0.0,0.19,68,85.0,23.0
2006,0.1,0.08,0.0,0.03,0.2,67,85.0,4.0
2006,0.11,0.03,0.0,0.01,0.15,65,85.0,10.0
2006,0.01,0.01,0.0,0.0,0.03,62,85.0,11.0
2006,0.03,0.02,0.0,0.01,0.06,58,85.0,11.0
2006,0.0,0.0,0.28,0.01,0.28,92,84.0,190.0
2006,0.22,0.03,0.0,0.2,0.45,86,84.0,116.0
2006,0.07,0.03,0.0,0.0,0.1,86,84.0,12.0
2006,0.25,0.19,0.0,0.06,0.5,83,84.0,104.0
2006,0.59,1.79,0.73,0.34,3.45,83,84.0,28.0
2006,0.65,0.02,0.0,0.11,0.78,81,84.0,18.0
2006,0.17,0.01,0.16,0.02,0.36,80,84.0,57.0
2006,1.01,0.04,0.03,0.16,1.25,79,84.0,194.0
2006,0.01,0.06,0.0,0.01,0.08,79,84.0,240.0
2006,0.18,0.05,0.0,0.01,0.24,77,84.0,9.0
2006,0.37,0.11,0.0,0.02,0.49,76,84.0,46.0
2006,0.15,0.12,0.2,0.04,0.51,75,84.0,55.0
2006,1.22,0.05,0.05,0.01,1.34,74,84.0,60.0
2006,0.39,0.03,0.08,0.04,0.53,72,84.0,83.0
2006,0.11,0.02,0.11,0.01,0.26,71,84.0,36.0
2006,1.01,0.04,0.0,0.16,1.21,71,84.0,12.0
2006,3.54,1.88,0.07,0.6,6.09,94,83.0,2295.0
2006,1.09,0.65,0.02,0.2,1.95,88,83.0,225.0
2006,0.31,0.02,0.04,0.03,0.4,85,83.0,87.0
2006,0.01,0.72,0.12,0.01,0.86,81,83.0,14.0
2006,0.0,0.25,0.0,0.04,0.3,79,83.0,38.0
2006,0.44,0.27,0.0,0.18,0.89,77,83.0,80.0
2006,0.16,0.0,0.1,0.02,0.28,76,83.0,32.0
2006,0.89,0.03,0.01,0.15,1.09,75,83.0,99.0
2006,0.37,0.3,0.12,0.19,0.99,75,83.0,30.0
2006,0.01,0.02,0.12,0.0,0.16,74,83.0,27.0
2006,0.0,0.02,0.0,0.0,0.02,71,83.0,23.0
2006,0.02,0.01,0.0,0.0,0.04,68,83.0,4.0
2006,0.0,0.02,0.0,0.0,0.02,67,83.0,4.0
2006,0.14,0.12,0.0,0.08,0.33,65,83.0,28.0
2006,0.38,0.35,0.38,0.08,1.18,87,82.0,147.0
2006,0.21,0.0,0.1,0.02,0.33,87,82.0,74.0
2006,0.15,0.01,0.04,0.02,0.23,87,82.0,69.0
2006,0.0,0.01,0.0,0.0,0.02,86,82.0,64.0
2006,3.63,0.24,0.01,0.61,4.49,84,82.0,39.0
2006,0.2,0.0,0.0,0.02,0.21,82,82.0,12.0
2006,0.69,0.03,0.0,0.11,0.82,81,82.0,33.0
2006,0.08,0.0,0.0,0.01,0.09,79,82.0,16.0
2006,0.07,0.0,0.03,0.01,0.1,73,82.0,35.0
2006,0.02,0.02,0.0,0.01,0.04,71,82.0,9.0
2006,0.17,0.0,0.33,0.02,0.52,69,82.0,21.0
2006,0.09,0.0,0.02,0.01,0.12,68,82.0,32.0
2006,0.11,0.2,0.0,0.12,0.42,65,82.0,6.0
2006,0.15,0.12,0.0,0.04,0.3,62,82.0,40.0
2006,0.11,0.01,0.0,0.01,0.13,61,82.0,19.0
2006,0.01,0.2,0.0,0.04,0.25,94,81.0,2454.0
2006,0.42,0.04,0.0,0.04,0.5,89,81.0,140.0
2006,1.74,1.72,0.14,0.75,4.34,86,81.0,715.0
2006,0.67,0.04,0.01,0.06,0.78,85,81.0,148.0
2006,1.07,0.4,0.0,0.1,1.56,84,81.0,41.0
2006,0.03,0.01,0.0,0.0,0.04,82,81.0,14.0
2006,0.35,0.01,0.14,0.03,0.53,78,81.0,52.0
2006,0.33,0.2,0.0,0.14,0.66,78,81.0,21.0
2006,0.01,0.04,0.0,0.01,0.06,77,81.0,387.0
2006,0.05,0.04,0.84,0.16,1.09,77,81.0,52.0
2006,0.47,0.02,0.0,0.08,0.57,77,81.0,33.0
2006,0.13,0.02,0.0,0.02,0.16,74,81.0,21.0
2006,0.46,0.01,0.0,0.04,0.52,74,81.0,22.0
2006,0.78,0.02,1.05,0.08,1.94,71,81.0,41.0
2006,0.17,0.13,0.55,0.05,0.9,70,81.0,8.0
2006,0.26,0.08,0.13,0.07,0.54,70,81.0,19.0
2006,0.08,0.01,0.03,0.01,0.14,68,81.0,11.0
2006,0.64,0.0,0.0,0.05,0.69,68,81.0,7.0
2006,0.04,0.0,0.0,0.0,0.05,57,81.0,8.0
2006,0.1,0.03,0.0,0.0,0.13,56,81.0,7.0
2006,0.08,0.02,0.0,0.0,0.1,53,81.0,7.0
2006,1.4,0.02,0.02,0.1,1.54,90,80.0,215.0
2006,1.7,1.99,0.16,1.18,5.03,86,80.0,150.0
2006,0.57,0.04,0.11,0.06,0.76,85,80.0,188.0
2006,0.45,0.95,0.02,0.2,1.62,84,80.0,131.0
2006,0.03,0.01,0.0,0.0,0.03,84,80.0,6.0
2006,0.23,0.04,0.02,0.02,0.32,82,80.0,86.0
2006,0.01,0.0,0.0,0.0,0.01,82,80.0,52.0
2006,0.55,0.03,0.0,0.05,0.63,81,80.0,45.0
2006,0.46,0.0,0.0,0.04,0.49,81,80.0,16.0
2006,0.28,0.01,0.03,0.03,0.34,80,80.0,47.0
2006,0.27,0.01,0.02,0.03,0.33,80,80.0,27.0
2006,0.31,0.09,0.0,0.01,0.42,77,80.0,51.0
2006,41.36,28.96,3.77,8.45,82.53,76,80.0,322.0
2006,0.04,0.03,0.0,0.01,0.09,76,80.0,7.0
2006,0.12,0.01,0.0,0.01,0.14,73,80.0,22.0
